Cote d'Ivoire;200200.0;107979.0;..;..;516085.0;89791.9;39485.5;234996.0;237120.0;359260.5;428597.8;..
Croatia;..;1072000.0;1752603.0;1679197.0;1577226.0;1812519.0;1872799.0;1716702.0;1756070.0;1782666.0;1875433.0;..
Cuba;1137500.0;1007193.0;861352.0;780484.0;1578011.8;1478596.0;1313502.7;1395072.0;1135200.0;1294458.2;1223081.2;..
Curacao;..;..;..;..;..;..;..;..;..;..;..;..
Cyprus;813700.0;1396076.0;2111205.0;1943949.0;1583627.0;1263117.0;1285976.0;1211208.0;688368.0;23404.5;224751.8;..
Czech Republic;1095700.0;2229216.0;4974879.0;5048360.0;5145187.0;4902816.0;3594882.0;5186676.0;5009995.0;4971616.0;5968788.0;..
Denmark;4840300.0;5922623.0;..;..;..;..;..;..;..;..;..;..
Djibouti;130500.0;..;..;..;..;..;..;..;..;..;..;..
Dominica;..;..;..;..;..;..;..;..;..;..;..;..
Dominican Republic;718000.0;..;..;..;19167.0;28232.1;28442.1;20004.0;16128.0;14463.0;11903.1;..
Ecuador;762500.0;1318518.0;2926821.0;2896528.0;4818305.0;4714115.0;4758406.3;5157521.0;5675088.0;5677816.0;5268596.5;..
Egypt Arab Rep.;3239200.0;4521702.0;6688999.0;6215870.0;9518106.0;7708160.1;9081175.1;10593780.2;10278013.1;11131540.7;12430627.7;..
El Salvador;524900.0;1960363.0;2279763.0;1996982.0;1816391.1;2151274.0;2523296.0;2509003.0;2816524.0;2597649.0;2603129.0;..
Equatorial Guinea;14000.0;..;..;..;25969.4;130197.6;316620.9;401712.0;303024.0;400759.0;458222.5;..
Eritrea;..;..;..;..;..;..;..;..;..;53074.4;66926.9;..
Estonia;..;277595.0;685582.0;395532.0;582320.2;614933.0;914519.0;627588.0;602880.0;512389.0;346281.0;..
Ethiopia;620300.0;944595.0;2715017.0;2914056.0;3347022.0;4440917.7;5001121.9;5671501.0;6274582.0;7074779.5;8242114.6;..
Faroe Islands;..;..;..;..;..;..;..;..;..;..;..;..
Fiji;433400.0;586043.0;946138.0;1146591.0;1259009.0;1276205.5;1225268.6;1161936.0;1243824.0;1336976.0;1402765.0;..
Finland;4450200.0;6828143.0;7916485.0;7423265.0;8685772.9;9508050.0;10731828.5;10467321.0;10992792.0;13035848.0;13754228.0;..
France;35963900.0;52581312.0;61214656.0;58318312.0;60864422.1;64185339.3;64683769.0;63925151.0;63434263.0;65039503.0;65362743.0;..
French Polynesia;..;..;..;..;..;..;..;..;..;..;..;..
Gabon;398300.0;446688.0;545640.0;524867.0;243635.5;121233.4;42729.3;0.0;..;137331.3;77319.8;..
Gambia The;..;..;..;..;0.0;0.0;11284.0;146784.0;151776.0;3035.5;44330.0;..
Georgia;..;117521.0;310222.0;294400.0;164446.0;222630.0;178363.0;189316.0;196589.0;232263.6;220448.2;..
Germany;22146900.0;57962865.0;107941584.0;103396735.0;97330734.3;107042775.8;105978474.5;109062321.5;112353098.6;118108023.5;124743941.9;..
Ghana;188100.0;314335.0;..;..;169030.9;491583.0;691272.0;396372.0;407544.0;390457.8;359516.2;..
Gibraltar;..;..;..;..;..;..;..;..;..;..;..;..
Greece;6134600.0;7937434.0;9442743.0;8795133.0;10352657.5;9569211.4;8785275.5;8761116.0;11152236.0;11237053.8;13150288.8;..
Greenland;..;..;..;..;..;..;..;..;..;..;..;..
Grenada;..;..;..;..;..;..;..;..;..;..;..;..
Guam;..;..;1255510.0;1172372.0;..;..;..;..;..;..;..;..
Guatemala;156000.0;..;..;..;313892.0;326146.2;288013.9;78264.0;69768.0;93129.0;111830.0;..
Guinea;41300.0;..;..;..;..;..;..;..;..;..;..;..
Guinea-Bissau;20500.0;..;..;..;..;..;..;..;..;..;..;..
Guyana;145700.0;73256.0;..;..;273160.0;340267.6;247780.3;0.0;0.0;0.0;..;..
Haiti;0.0;..;..;..;..;..;..;..;..;..;..;..
Honduras;609700.0;..;..;..;501520.0;423655.3;422016.9;372972.0;239124.0;251149.8;242410.8;..
Hong Kong SAR China;..;14377973.0;25401266.0;23973030.0;28347688.0;30293677.0;32247332.1;34644497.0;37933773.0;41867157.0;43454423.3;..
Hungary;1363100.0;2197521.0;3111575.0;2952885.0;12477063.2;13729553.5;12289555.1;13926540.0;16482060.0;20042185.0;21399963.0;..
Iceland;759500.0;1431818.0;1423422.0;1364651.0;1851416.8;2150527.0;2400160.0;2602714.0;3035882.8;4065514.5;5431541.5;..
India;10862200.0;17299483.0;49877935.0;54446373.0;64374253.8;73996912.0;72151828.9;75589071.0;82718882.9;98927860.0;119577835.0;..
Indonesia;9223100.0;9916365.0;29766093.0;27421235.0;59384361.6;70912258.1;79405799.8;81721356.0;85215879.5;90095129.2;96529128.1;..
Iran Islamic Rep.;5632600.0;8722145.0;12029236.0;13052716.0;18760850.4;19113946.2;17687478.5;16580818.0;16825260.8;15112081.7;15520080.0;..
Iraq;701600.0;..;..;..;641129.0;761778.2;784944.3;476484.0;476484.0;484803.7;491962.6;..
Ireland;4812300.0;13983022.0;69447262.0;77747207.0;84784226.0;89956333.5;92637189.2;93408036.0;98449140.0;114739133.0;125648741.0;..
Isle of Man;..;..;..;..;..;..;..;..;..;..;..;..
Israel;2004000.0;4442967.0;4563041.0;4605452.0;5084798.0;5151469.0;5381980.0;5565864.0;5886728.0;6064478.0;6505765.0;..
Italy;19750000.0;30418137.0;30672048.0;33194501.0;32645164.0;33923370.5;31072962.2;27846220.0;27193939.0;28082416.2;28861321.2;..
Jamaica;1003600.0;1922123.0;1644056.0;1380000.0;0.0;0.0;0.0;46272.0;76244.0;92836.0;136744.0;..
Japan;76223800.0;109123312.0;97022471.0;86896527.0;109617021.0;89788818.0;98907859.0;107573000.0;110547000.0;114128000.0;117706000.0;..
Jordan;963900.0;1281997.0;2355285.0;2323750.0;3077036.7;3267109.7;3438356.0;3294911.0;3211795.0;3065145.0;3181283.0;..
Kazakhstan;..;461283.0;1275624.0;1192714.0;3098327.0;3786453.1;4064819.0;4785588.0;4918608.0;5081631.9;5007869.3;..
Kenya;794400.0;1554949.0;2880546.0;2948920.0;4039583.0;4508698.0;4653459.7;4516500.0;4448530.5;4398403.7;4532296.4;..
Kiribati;24900.0;..;..;..;..;..;..;..;..;..;..;..
Korea Dem. People?s Rep.;222700.0;82953.0;108974.0;101237.0;73052.0;78558.9;100113.3;371004.0;90335.9;87082.0;94919.4;..
Korea Rep.;15684500.0;34331368.0;36077655.0;34168590.0;36987982.0;39911749.6;39969577.0;54530105.0;58289180.0;65482307.2;77134151.0;..
Kosovo;..;..;..;..;..;..;..;..;..;..;..;..
Kuwait;965600.0;2112523.0;2523966.0;2597076.0;4563082.0;3722729.5;3481039.0;3244805.0;3530851.0;3752995.0;4005345.0;..
Kyrgyz Republic;..;240954.0;204525.0;309488.0;375602.0;526018.0;494640.4;771165.0;712284.0;625294.2;583997.3;..
Lao PDR;115400.0;210847.0;323401.0;302596.0;443778.0;532707.0;877949.9;1476528.0;1310124.0;1181187.7;1220200.4;..
Latvia;..;278396.0;1371810.0;1301848.0;3158051.0;3299391.0;2888683.0;2754720.0;2636612.8;2572347.1;2884091.6;..
Lebanon;572300.0;805803.0;1067774.0;1308382.0;1893359.0;2029610.0;2148669.0;2241480.0;2419476.0;2591297.0;2647258.0;..
Lesotho;56000.0;..;..;..;..;..;..;..;..;..;..;..
Liberia;33700.0;..;..;..;..;..;..;..;..;..;..;..
Libya;1803000.0;600734.0;1213854.0;1147234.0;2928705.7;2284066.5;1398125.1;2744844.0;2391856.0;1430459.9;1283181.3;..
Liechtenstein;..;..;..;..;..;..;..;..;..;..;..;..
Lithuania;..;283836.0;609847.0;616514.0;81450.0;69445.0;592996.0;1009728.0;1274911.0;1363946.3;1038302.0;..
Luxembourg;409300.0;870831.0;1059848.0;681482.0;786920.0;785200.0;781146.0;1555788.0;1710624.0;1830972.0;1845726.0;..
Macao SAR China;..;1532189.0;1866141.0;1427324.0;1329721.0;1327732.0;1561850.0;1767100.0;2078758.0;2276436.0;2788571.0;..
Macedonia FYR;..;599012.0;196420.0;86868.0;..;..;..;..;..;..;..;..
Madagascar;424200.0;629409.0;558981.0;499526.0;524296.0;544100.7;588169.0;539208.0;520421.0;458572.0;441861.0;..
Malawi;120300.0;115831.0;159917.0;157007.0;91520.2;82709.5;53519.0;5856.0;5856.0;6010.8;6743.6;..
Malaysia;10241500.0;16560793.0;22420870.0;23766316.0;34239014.2;38218608.9;39165195.2;47995842.0;49673884.0;50345821.0;53817352.7;..
Maldives;9400.0;315108.0;91096.0;85448.0;..;..;..;..;1024693.8;1313533.5;1409704.5;..
Mali;..;77273.0;..;..;303692.0;363857.4;181742.6;33444.0;0.0;0.0;..;..
Malta;597800.0;1364904.0;1708268.0;1992900.0;1699829.0;1673765.0;1535101.0;1603404.0;1588165.0;1583046.0;1500824.0;..
Marshall Islands;66400.0;16109.0;29530.0;27692.0;..;..;..;..;..;..;..;..
Mauritania;222700.0;185061.0;153895.0;142355.0;524817.9;381075.9;325239.5;261696.0;271212.0;248158.6;280214.9;..
Mauritius;519700.0;949085.0;1256746.0;1092580.0;1265458.0;1321491.0;1313976.0;1318052.0;1354388.0;1466527.0;1593666.0;..
Mexico;14341300.0;20894205.0;18825976.0;15728171.0;31269061.0;29538937.0;32909408.7;35986501.8;39570522.0;46966763.0;53313307.0;..
Micronesia Fed. Sts.;..;..;..;..;..;..;..;..;..;..;..;..
Moldova;..;117532.0;401199.0;402423.0;479457.0;540679.0;543872.0;557653.0;692496.0;1005936.0;953229.5;..
Monaco;42500.0;82764.0;84660.0;63876.0;59658.0;63186.0;65404.4;64524.0;64188.0;60381.6;12136.7;..
Mongolia;..;253917.0;364470.0;257233.0;391188.0;496649.1;626470.0;585864.0;683254.0;542449.0;537853.0;..
Montenegro;..;..;..;..;659355.4;523356.0;544519.0;528852.0;503040.0;526980.0;544712.0;..
Morocco;1580000.0;3671317.0;4927341.0;4930683.0;7144446.0;7502696.7;6563646.7;6507408.0;6976810.0;7043971.0;7738636.6;..
Mozambique;279500.0;259568.0;461125.0;490019.0;558192.0;577019.8;559608.8;701472.0;739636.7;676028.0;632965.0;..
Myanmar;318500.0;437600.0;1637923.0;1527346.0;924207.0;1539676.0;1663425.4;1572120.0;1926969.0;2095502.8;2597993.3;..
Namibia;..;247147.0;452167.0;454855.0;485849.0;540867.9;632330.1;510000.0;522216.0;553322.0;558713.0;..
Nauru;..;..;..;210424.0;30195.5;34884.3;19334.8;16488.0;34572.0;38858.9;47252.5;..
Nepal;679000.0;643332.0;520303.0;484394.0;917939.0;901116.1;776864.1;643140.0;517548.0;510341.7;634292.1;..
Netherlands;8559400.0;20898713.0;29601230.0;29108547.0;26979676.6;29959476.4;31672224.0;33455251.0;33956338.0;34870204.8;37652448.4;..
New Caledonia;..;..;..;..;..;..;..;..;..;..;..;..
New Zealand;5865600.0;10781314.0;12950904.0;12104116.0;13295185.0;13747024.2;13937353.9;14434056.0;13618712.0;14330939.9;15243179.2;..
Nicaragua;129600.0;61031.0;..;..;..;..;..;..;..;..;..;..
Niger;76300.0;77273.0;..;..;0.0;0.0;119652.0;87936.0;13227.5;15242.5;15044.3;..
Nigeria;964800.0;507396.0;1460900.0;1365343.0;4197375.0;4793913.3;4716148.1;4209624.0;4462001.6;4613169.0;4494225.5;..
Northern Mariana Islands;..;..;..;..;..;..;..;..;..;..;..;..
Norway;8928500.0;15182305.0;..;..;..;..;..;..;..;..;..;..
Oman;852900.0;2118338.0;..;2360682.0;3262849.0;3795755.0;4430383.0;4994729.0;5051804.0;6365784.0;7642056.0;..
Pakistan;5180200.0;5293541.0;5605758.0;5303268.0;6588114.0;7940545.1;7973906.4;7833901.1;7670348.2;8467827.8;9628354.0;..
Palau;..;..;..;..;..;..;..;..;..;..;..;..
Panama;265800.0;1117411.0;2762458.0;6348000.0;5524157.4;6380080.2;7517581.3;11656416.0;11812712.8;12193261.2;13285098.1;..
Papua New Guinea;931200.0;1099772.0;904885.0;847353.0;1405169.0;1563593.9;1630308.4;1870968.0;2074020.0;2062584.0;2061274.5;..
Paraguay;273000.0;265898.0;465911.0;428493.0;715072.0;845395.7;794176.0;711548.5;608844.0;452004.0;467713.0;..
Peru;1816200.0;1595268.0;6184410.0;5843195.0;7106025.3;8609620.4;10074855.6;12255937.8;12284677.0;13877661.5;15081755.3;..
Philippines;5638700.0;5756288.0;9508389.0;10480898.0;22575356.0;26326620.8;28540727.4;25540880.0;34897404.0;37023423.9;40051283.6;..
Poland;1501000.0;2340919.0;4634676.0;4279072.0;4099082.0;4448727.1;4909100.4;5002975.7;5038745.4;4448883.0;5457533.0;..
Portugal;3504500.0;6721365.0;11171020.0;9903771.0;10428173.5;11014639.0;11338080.0;11860998.0;12635439.0;12706909.0;13105119.6;..
Puerto Rico;..;..;..;..;..;..;..;..;..;..;..;..
Qatar;770900.0;2672972.0;9702479.0;10211229.0;12391268.0;14568106.0;17187171.0;18737348.0;21425066.0;25263224.0;31209097.0;..
Romania;1322000.0;1218102.0;3253417.0;3268022.0;3733253.0;3659209.0;3593312.0;3087143.0;3067724.4;3633457.0;3686938.0;..
Russian Federation;..;17687894.0;37940321.0;34402844.0;43855539.0;50555805.0;58727125.0;64072322.0;72189961.0;76846126.0;77458318.0;..
Rwanda;8400.0;..;..;..;188221.0;268376.6;593198.5;610992.0;626928.0;544541.0;644559.7;..
Samoa;..;164142.0;290503.0;270908.0;..;..;..;..;76944.0;98950.0;116167.3;..
San Marino;..;..;..;..;..;..;..;..;..;..;..;..
Sao Tome and Principe;22300.0;35054.0;51921.0;50716.0;..;..;..;..;..;..;..;..
Saudi Arabia;10311500.0;12566492.0;16708204.0;17508200.0;20323592.0;23135735.0;26537661.0;28252104.0;32269452.0;32778827.8;34512329.5;..
Senegal;148300.0;97525.0;567101.0;572609.0;0.0;391401.4;543987.6;219996.0;131964.0;115355.8;9873.3;..
Serbia;..;..;1135322.0;926618.0;985072.0;1149102.0;1240709.0;1241352.0;2187144.0;2427047.0;2486009.0;..
Seychelles;242400.0;393835.0;586106.0;564580.0;412714.0;393834.0;235994.0;344436.0;407280.0;497496.0;567914.0;..
Sierra Leone;30000.0;19009.0;21420.0;21784.0;0.0;48789.0;50193.0;..;..;..;..;..
Singapore;7046400.0;16704341.0;21050204.0;18427473.0;24859825.2;26509929.1;29138458.3;31729241.0;33643518.4;33585396.9;34969109.7;..
Sint Maarten (Dutch part);..;..;..;..;..;..;..;..;..;..;..;..
Slovak Republic;..;57095.0;2690428.0;3440816.0;74856.0;34859.0;45111.0;64008.0;29031.6;11098.0;12928.0;..
Slovenia;..;627907.0;1103685.0;953378.0;979803.0;972711.0;816630.0;857000.0;916981.0;1045409.0;1009559.0;..
Solomon Islands;69400.0;75262.0;100558.0;94027.0;142660.0;140183.3;138160.1;302412.0;330456.0;373738.7;373467.9;..
Somalia;87600.0;..;..;..;163812.7;177005.4;178709.7;258336.0;251652.0;..;4485.0;..
South Africa;5364900.0;8000757.0;13135437.0;12503629.0;15781210.0;16407785.0;17571565.2;16311250.0;17026643.2;18514155.9;19504407.1;..
South Sudan;..;..;..;..;..;..;..;..;..;..;..;..
Spain;21652000.0;39711776.0;55213716.0;49289158.0;52847712.6;52736140.9;48089178.3;48056735.8;53069339.0;60564041.1;66674868.1;..
Sri Lanka;891800.0;1755567.0;2951506.0;2417713.0;3008322.7;3665394.0;4616417.0;4793393.4;4756131.0;4911730.0;5284585.0;..
St. Kitts and Nevis;..;..;..;..;..;..;..;..;..;..;..;..
St. Lucia;..;..;..;..;..;..;..;..;..;..;..;..
St. Martin (French part);..;..;..;..;..;..;..;..;..;..;..;..
St. Vincent and the Grenadines;..;..;..;..;..;..;..;..;..;..;..;..
Sudan;454100.0;414179.0;617785.0;606558.0;580325.0;947031.5;777346.3;541644.0;501864.0;496178.4;292843.2;..
Suriname;132500.0;232649.0;329788.0;303117.0;214667.0;204096.7;240525.4;255204.0;269148.0;259682.0;267943.0;..
Swaziland;52900.0;89791.0;..;..;..;..;..;..;..;..;..;..
Sweden;11402500.0;13354314.0;..;..;..;..;..;..;..;..;..;..
Switzerland;8603400.0;17268093.0;14352757.0;14701206.0;22146864.0;24866065.0;26386306.6;27503416.0;27923164.0;27011761.5;25859917.9;..
Syrian Arab Republic;613300.0;750129.0;1358473.0;1342518.0;1158366.0;1433766.7;907927.7;475932.0;475932.0;17902.0;18117.3;..
Tajikistan;..;168006.0;683248.0;764505.0;616999.4;846967.4;650130.5;683060.2;1064176.3;1034476.4;1037896.9;..
Tanzania;292100.0;193069.0;202704.0;683541.0;750421.0;914932.0;1030203.6;1173942.8;1124913.5;1312806.3;1179664.0;..
Thailand;8201400.0;17392091.0;19993134.0;19618735.0;28780723.0;31940492.0;36392469.4;43029150.6;46546612.5;55441601.6;60455199.2;..
Timor-Leste;..;..;..;..;..;..;..;..;..;..;..;..
Togo;76300.0;77273.0;..;..;663013.0;832351.2;745781.7;840948.0;426344.0;420875.0;475185.6;..
Tonga;34600.0;51615.0;..;..;..;..;..;..;..;..;..;..
Trinidad and Tobago;1285400.0;1254425.0;1102669.0;1014016.0;1842253.0;2625055.7;2625055.7;2865852.0;2732100.0;2617842.9;2569593.3;..
Tunisia;1313000.0;1907876.0;2274580.0;2278964.0;2739634.0;3153389.0;3580910.2;4648608.0;4628511.0;3496190.2;3606247.4;..
Turkey;4337100.0;12187891.0;25505092.0;31339441.0;45665249.0;53500303.0;63350312.0;74413804.6;84574844.0;96604665.0;100366460.5;..
Turkmenistan;..;1283780.0;1823157.0;1706055.0;300970.0;160243.8;147500.0;1800847.5;579715.7;897078.6;1318350.1;..
Turks and Caicos Islands;..;..;..;..;..;..;..;..;..;..;..;..
Tuvalu;..;..;..;..;..;..;..;..;..;..;..;..
Uganda;116000.0;39379.0;63160.0;64234.0;154909.0;141603.0;182144.4;198804.0;163824.0;41812.3;52186.5;..
Ukraine;..;950697.0;3456288.0;3427818.0;3956053.0;5477654.9;5828107.6;5218814.6;4503610.0;4641341.3;5680223.1;..
United Arab Emirates;1685900.0;6893085.0;..;31761631.0;44948143.8;50342891.8;59948766.7;68151865.0;75608196.0;84701558.3;92160692.3;..
United Kingdom;47113600.0;70436030.0;104713553.0;102464509.0;101515720.2;111598546.1;115419920.6;118605866.0;124901676.1;131512992.9;145120984.1;..
United States;464574016.0;665327414.0;701779551.0;679423408.0;720497000.0;730796000.0;736699000.0;743171000.0;762710000.0;798222000.0;822949000.0;..
Uruguay;318300.0;642027.0;612644.0;563632.0;..;..;..;..;..;..;..;..
Uzbekistan;..;1744510.0;2033933.0;1850056.0;2114050.0;2275947.0;2593509.0;2614085.0;2545935.0;2486673.0;2383631.0;..
Vanuatu;18500.0;101503.0;120742.0;112169.0;247944.0;240396.4;318747.0;327060.0;320232.0;272332.0;299315.0;..
Venezuela RB;6846800.0;4295000.0;5766973.0;5121009.0;6428163.0;7728281.3;7738509.6;6866780.6;7888722.4;7086071.9;6025474.7;..
Vietnam;89000.0;2877894.0;9991145.0;11073604.0;14377619.0;16544477.8;16976051.4;20429309.9;23826013.3;29944771.0;37936514.0;..
Virgin Islands (U.S.);..;..;..;..;..;..;..;..;..;..;..;..
West Bank and Gaza;..;..;..;..;..;..;..;..;..;..;..;..
Yemen Rep.;671100.0;841609.0;1064878.0;1050486.0;1536556.0;1492073.3;1299707.2;1664220.0;1665552.0;1387999.8;828497.2;..
Zambia;407200.0;89628.0;62467.0;..;260502.0;306034.3;127296.7;10032.0;8592.0;11796.8;11796.8;..
Zimbabwe;601300.0;607976.0;264404.0;261480.0;258828.0;279347.6;320946.0;351564.0;301260.0;370164.2;378803.9;..
Arab World;31484000.0;45723758.0;53542019.0;95372047.0;126796491.9;135837641.4;152014159.7;166209279.1;181627311.1;194970687.3;213646507.5;..
Caribbean small states;4412200.0;6769190.0;4978399.0;4424144.0;4996231.0;5829441.2;5920044.9;5475499.6;6162872.3;5845802.1;5945184.2;..
Central Europe and the Baltics;7188800.0;11117833.0;25261998.0;24733789.0;32710131.4;34477031.6;32490649.5;35246300.7;37875158.2;41447494.4;44772150.0;..
Early-demographic dividend;109133700.0;149713878.0;244712190.0;259076645.0;370779756.7;411779408.1;443984379.7;473370786.9;518240248.9;567538867.6;617296626.0;..
East Asia & Pacific;174905500.0;337766614.0;535907588.0;555699740.0;726070353.1;769209920.7;809282604.5;893899315.8;965572758.2;1050926792.4;1151610300.9;..
East Asia & Pacific (excluding high income);52224800.0;117475001.0;287719256.0;326503966.0;430894794.1;482556093.1;526120730.2;579883577.8;640277431.1;708327206.9;786548556.8;..
East Asia & Pacific (IDA & IBRD countries);52002100.0;117392048.0;287610282.0;326402729.0;430771969.4;482426892.5;525964519.9;579440333.8;640110151.3;708141174.9;786453637.5;..
Euro area;134459400.0;259579401.0;408980682.0;401882488.0;414887775.1;439335562.7;437876149.5;441085469.3;458429866.0;493517440.1;525086260.2;..
Europe & Central Asia;..;428305223.0;623643998.0;615350087.0;671844987.3;728739259.9;749916268.9;778805759.9;823125948.6;886236080.5;941577616.2;..
Europe & Central Asia (excluding high income);..;39645123.0;83076062.0;84585940.0;111362050.0;129318041.5;148509891.4;166430982.8;183828536.4;202188352.0;208741315.9;..
Europe & Central Asia (IDA & IBRD countries);..;41986042.0;87710738.0;88865012.0;115461132.0;133766768.6;153418991.8;171433958.6;188867281.8;206637235.0;214198848.9;..
European Union;205004600.0;358885372.0;532494881.0;522372698.0;544237146.4;580419801.4;580528780.6;589624592.1;615746283.8;660972738.0;709688232.7;..
Fragile and conflict affected situations;8630300.0;..;..;..;16274299.1;17604523.1;15801871.4;17638368.0;17618329.8;15887091.5;15537624.2;..
Heavily indebted poor countries (HIPC);7434000.0;6492929.0;..;..;14165092.2;17296028.5;18073364.0;18079383.8;19361000.3;20160784.8;20511233.9;..
High income;850382016.0;1360352743.0;1591685778.0;1580186080.0;1751781663.5;1807379809.8;1834211114.5;1895076575.0;1973057992.6;2090983223.4;2210490146.6;..
IBRD only;159995800.0;302292548.0;602509503.0;655153433.0;850885858.1;949216812.7;1030798822.4;1123885609.5;1223556813.4;1340278826.9;1453799059.1;..
